PERIF,KOMMA,PSIFOI2023,PSIFOI2019
Φωκίδας,ΑΚΥΡΑ,489,-
Φωκίδας,ΛΕΥΚΑ,142,-
Φωκίδας,ΕΓΚΥΡΑ,23840,-
Φωκίδας,ΣΥΜΜΕΤΟΧΗ,24471,-
Βοιωτίας,ΝΔ,25017,23759
Βοιωτίας,ΣΥΡΙΖΑ-ΠΣ,13999,21150
Βοιωτίας,ΠΑΣΟΚ-Κίνημα Αλλαγής,9376,6355
Βοιωτίας,ΚΚΕ,5978,4595
Βοιωτίας,ΕΛΛΗΝΙΚΗ ΛΥΣΗ,2683,2221
Βοιωτίας,ΠΛΕΥΣΗ ΕΛΕΥΘΕΡΙΑΣ-ΖΩΗ ΚΩΝΣΤΑΝΤΟΠΟΥΛΟΥ,1896,942
Βοιωτίας,ΝΙΚΗ,1764,0
Βοιωτίας,ΜέΡΑ25,1521,2233
Βοιωτίας,ΣΥΜΜΑΧΙΑ ΑΝΑΤΡΟΠΗΣ,574,0
Βοιωτίας,Κίνημα 21,482,0
Βοιωτίας,Οικολόγοι ΠΡΑΣΙΝΟΙ - ΠΡΑΣΙΝΗ  ΕΝΟΤΗΤΑ,476,0
Βοιωτίας,ΕΝΩΝΩ ΣΥΜΜΑΧΙΑ ΕΛΕΥΘΕΡΙΑΣ,416,0
Βοιωτίας,ΕΘΝΙΚΗ ΔΗΜΙΟΥΡΓΙΑ,392,320
Βοιωτίας,ΑΝΤ.ΑΡ.ΣΥ.Α.,379,258
Βοιωτίας,ΕΛΕΥΘΕΡΟΙ ΞΑΝΑ,325,0
Βοιωτίας,ΠΝΟΗ ΔΗΜΟΚΡΑΤΙΑΣ,272,0
Βοιωτίας,ΕΝΩΣΗ ΚΕΝΤΡΩΩΝ,200,646
Βοιωτίας,ΕΑΝ...,185,0
Βοιωτίας,ΕΝΟΤΗΤΑ - ΑΛΗΘΕΙΑ ΕΝ.Α,193,0
Βοιωτίας,Τ.ΟΛ.ΜΑ,179,0
Βοιωτίας,ΕΛΛΗΝΩΝ ΣΥΝΕΛΕΥΣΙΣ,152,160
Βοιωτίας,ΚΚΕ (μ-λ),147,83
Βοιωτίας,ΠΡΑΣΙΝΟ ΚΙΝΗΜΑ,142,0
Βοιωτίας,ΠΟΛΙΤΙΚΗ ΠΡΩΤΟΒΟΥΛΙΑ,116,0
Βοιωτίας,ΚΟΙΝΩΝΙΑ ΑΞΙΩΝ - ΦΙΛΕΛΕΥΘΕΡΗ ΣΥΜΜΑΧΙΑ,93,0
Βοιωτίας,Μ-Λ ΚΚΕ,79,44
Βοιωτίας,ΒΟΡΕΙΑ ΛΕΓΚΑ - ΚΡΑΜΑ,59,0
Βοιωτίας,Ο.Κ.Δ.Ε.,26,23
Βοιωτίας,ΟΑΚΚΕ,17,0
Βοιωτίας,ΚΙΝΗΜΑ ΦΤΩΧΩΝ ΕΛΛΑΔΟΣ,0,0
Βοιωτίας,ΕΛΛΗΝΙΚΟ ΟΡΑΜΑ,0,0
Βοιωτίας,ΝΕΑ ΔΟΜΗ,0,0
Βοιωτίας,Κ.Ο.Τ.Ε.Σ.,0,0
Βοιωτίας,Δημοσθένης Βεργής ΕΛΛΗΝΕΣ ΟΙΚΟΛΟΓΟΙ,0,0
Βοιωτίας,SOCIAL,0,0
Βοιωτίας,Ανεξάρτητοι,0,0
Βοιωτίας,ΕΓΓΕΓΡΑΜΜΕΝΟΙ,105110,-
Βοιωτίας,ΑΚΥΡΑ,1384,-
Βοιωτίας,ΛΕΥΚΑ,344,-
Βοιωτίας,ΕΓΚΥΡΑ,67139,-
Βοιωτίας,ΣΥΜΜΕΤΟΧΗ,68868,-
Ευβοίας,ΝΔ,46504,44752
Ευβοίας,ΣΥΡΙΖΑ-ΠΣ,23598,42672
Ευβοίας,ΠΑΣΟΚ-Κίνημα Αλλαγής,19058,10431
Ευβοίας,ΚΚΕ,8942,6091
Ευβοίας,ΕΛΛΗΝΙΚΗ ΛΥΣΗ,6531,5087
Ευβοίας,ΠΛΕΥΣΗ ΕΛΕΥΘΕΡΙΑΣ-ΖΩΗ ΚΩΝΣΤΑΝΤΟΠΟΥΛΟΥ,4286,2397
Ευβοίας,ΜέΡΑ25,3098,3839
Ευβοίας,ΝΙΚΗ,2834,0
Ευβοίας,ΕΝΩΝΩ ΣΥΜΜΑΧΙΑ ΕΛΕΥΘΕΡΙΑΣ,1577,0
Ευβοίας,ΣΥΜΜΑΧΙΑ ΑΝΑΤΡΟΠΗΣ,1303,0
Ευβοίας,ΕΘΝΙΚΗ ΔΗΜΙΟΥΡΓΙΑ,898,754
Ευβοίας,Κίνημα 21,689,0
Ευβοίας,Οικολόγοι ΠΡΑΣΙΝΟΙ - ΠΡΑΣΙΝΗ  ΕΝΟΤΗΤΑ,647,0
Ευβοίας,ΑΝΤ.ΑΡ.ΣΥ.Α.,622,434
Ευβοίας,ΚΙΝΗΜΑ ΦΤΩΧΩΝ ΕΛΛΑΔΟΣ,589,0
Ευβοίας,Κ.Ο.Τ.Ε.Σ.,541,0
Ευβοίας,ΠΝΟΗ ΔΗΜΟΚΡΑΤΙΑΣ,517,0
Ευβοίας,ΕΛΕΥΘΕΡΟΙ ΞΑΝΑ,485,0
Ευβοίας,ΕΝΩΣΗ ΚΕΝΤΡΩΩΝ,425,1349
Ευβοίας,ΕΝΟΤΗΤΑ - ΑΛΗΘΕΙΑ ΕΝ.Α,347,0
Ευβοίας,Τ.ΟΛ.ΜΑ,326,0
Ευβοίας,ΕΑΝ...,310,0
Ευβοίας,ΠΡΑΣΙΝΟ ΚΙΝΗΜΑ,193,0
Ευβοίας,ΕΛΛΗΝΩΝ ΣΥΝΕΛΕΥΣΙΣ,187,133
Ευβοίας,ΚΚΕ (μ-λ),164,75
Ευβοίας,ΠΟΛΙΤΙΚΗ ΠΡΩΤΟΒΟΥΛΙΑ,155,0
Ευβοίας,ΚΟΙΝΩΝΙΑ ΑΞΙΩΝ - ΦΙΛΕΛΕΥΘΕΡΗ ΣΥΜΜΑΧΙΑ,117,0
Ευβοίας,ΒΟΡΕΙΑ ΛΕΓΚΑ - ΚΡΑΜΑ,89,0
Ευβοίας,Μ-Λ ΚΚΕ,75,52
Ευβοίας,ΟΑΚΚΕ,30,0
Ευβοίας,Ο.Κ.Δ.Ε.,24,28
Ευβοίας,ΕΛΛΗΝΙΚΟ ΟΡΑΜΑ,0,0
Ευβοίας,ΝΕΑ ΔΟΜΗ,0,0
Ευβοίας,Δημοσθένης Βεργής ΕΛΛΗΝΕΣ ΟΙΚΟΛΟΓΟΙ,0,0
Ευβοίας,SOCIAL,0,0
Ευβοίας,Ανεξάρτητοι,0,0
Ευβοίας,ΕΓΓΕΓΡΑΜΜΕΝΟΙ,199758,-
Ευβοίας,ΑΚΥΡΑ,2437,-
Ευβοίας,ΛΕΥΚΑ,654,-
Ευβοίας,ΕΓΚΥΡΑ,125154,-
Ευβοίας,ΣΥΜΜΕΤΟΧΗ,128245,-
Α' Πειραιώς,ΝΔ,51810,44160
Α' Πειραιώς,ΣΥΡΙΖΑ-ΠΣ,19411,30011
Α' Πειραιώς,ΚΚΕ,7940,5564
Α' Πειραιώς,ΠΑΣΟΚ-Κίνημα Αλλαγής,6328,4986
Α' Πειραιώς,ΠΛΕΥΣΗ ΕΛΕΥΘΕΡΙΑΣ-ΖΩΗ ΚΩΝΣΤΑΝΤΟΠΟΥΛΟΥ,3851,1713
Α' Πειραιώς,ΕΛΛΗΝΙΚΗ ΛΥΣΗ,3730,3419
Α' Πειραιώς,ΜέΡΑ25,2742,3916
Α' Πειραιώς,ΝΙΚΗ,2407,0
Α' Πειραιώς,ΣΥΜΜΑΧΙΑ ΑΝΑΤΡΟΠΗΣ,990,0
Α' Πειραιώς,Οικολόγοι ΠΡΑΣΙΝΟΙ - ΠΡΑΣΙΝΗ  ΕΝΟΤΗΤΑ,908,0
Α' Πειραιώς,ΚΙΝΗΜΑ ΦΤΩΧΩΝ ΕΛΛΑΔΟΣ,784,0
Α' Πειραιώς,ΕΘΝΙΚΗ ΔΗΜΙΟΥΡΓΙΑ,694,637
Α' Πειραιώς,ΑΝΤ.ΑΡ.ΣΥ.Α.,662,458
Α' Πειραιώς,ΕΛΕΥΘΕΡΟΙ ΞΑΝΑ,632,0
Α' Πειραιώς,Κίνημα 21,598,0
Α' Πειραιώς,ΕΝΩΣΗ ΚΕΝΤΡΩΩΝ,547,1613
Α' Πειραιώς,ΕΝΩΝΩ ΣΥΜΜΑΧΙΑ ΕΛΕΥΘΕΡΙΑΣ,465,0
Α' Πειραιώς,ΠΝΟΗ ΔΗΜΟΚΡΑΤΙΑΣ,465,0
Α' Πειραιώς,ΕΑΝ...,289,0
Α' Πειραιώς,ΚΚΕ (μ-λ),262,113
Α' Πειραιώς,ΠΡΑΣΙΝΟ ΚΙΝΗΜΑ,233,0
Α' Πειραιώς,ΕΝΟΤΗΤΑ - ΑΛΗΘΕΙΑ ΕΝ.Α,195,0
Α' Πειραιώς,Τ.ΟΛ.ΜΑ,188,0
Α' Πειραιώς,ΕΛΛΗΝΩΝ ΣΥΝΕΛΕΥΣΙΣ,164,153
Α' Πειραιώς,ΠΟΛΙΤΙΚΗ ΠΡΩΤΟΒΟΥΛΙΑ,110,0
Α' Πειραιώς,ΚΟΙΝΩΝΙΑ ΑΞΙΩΝ - ΦΙΛΕΛΕΥΘΕΡΗ ΣΥΜΜΑΧΙΑ,102,0
Α' Πειραιώς,Μ-Λ ΚΚΕ,98,49
Α' Πειραιώς,ΒΟΡΕΙΑ ΛΕΓΚΑ - ΚΡΑΜΑ,51,0
Α' Πειραιώς,ΟΑΚΚΕ,26,0
Α' Πειραιώς,Ο.Κ.Δ.Ε.,25,21
Α' Πειραιώς,ΕΛΛΗΝΙΚΟ ΟΡΑΜΑ,0,0
Α' Πειραιώς,ΝΕΑ ΔΟΜΗ,0,0
Α' Πειραιώς,Κ.Ο.Τ.Ε.Σ.,0,0
Α' Πειραιώς,Δημοσθένης Βεργής ΕΛΛΗΝΕΣ ΟΙΚΟΛΟΓΟΙ,0,0
Α' Πειραιώς,SOCIAL,0,0
Α' Πειραιώς,Ανεξάρτητοι,0,0
Α' Πειραιώς,ΕΓΓΕΓΡΑΜΜΕΝΟΙ,188525,-
Α' Πειραιώς,ΑΚΥΡΑ,2370,-
Α' Πειραιώς,ΛΕΥΚΑ,647,-
Α' Πειραιώς,ΕΓΚΥΡΑ,106704,-
Α' Πειραιώς,ΣΥΜΜΕΤΟΧΗ,109722,-
Κορινθίας,ΝΔ,35885,35173
Κορινθίας,ΣΥΡΙΖΑ-ΠΣ,17122,25856
Κορινθίας,ΠΑΣΟΚ-Κίνημα Αλλαγής,12200,7129
Κορινθίας,ΚΚΕ,3570,2357
Κορινθίας,ΕΛΛΗΝΙΚΗ ΛΥΣΗ,3426,3455
Κορινθίας,ΝΙΚΗ,3086,0
Κορινθίας,ΠΛΕΥΣΗ ΕΛΕΥΘΕΡΙΑΣ-ΖΩΗ ΚΩΝΣΤΑΝΤΟΠΟΥΛΟΥ,2369,1288
Κορινθίας,ΜέΡΑ25,2124,3095
Κορινθίας,ΣΥΜΜΑΧΙΑ ΑΝΑΤΡΟΠΗΣ,878,0
Κορινθίας,Οικολόγοι ΠΡΑΣΙΝΟΙ - ΠΡΑΣΙΝΗ  ΕΝΟΤΗΤΑ,684,0
Κορινθίας,ΕΝΩΝΩ ΣΥΜΜΑΧΙΑ ΕΛΕΥΘΕΡΙΑΣ,636,0
Κορινθίας,ΕΘΝΙΚΗ ΔΗΜΙΟΥΡΓΙΑ,625,625
Κορινθίας,Κίνημα 21,621,0
Κορινθίας,ΕΛΕΥΘΕΡΟΙ ΞΑΝΑ,489,0
Κορινθίας,ΑΝΤ.ΑΡ.ΣΥ.Α.,376,206
Κορινθίας,ΠΝΟΗ ΔΗΜΟΚΡΑΤΙΑΣ,378,0
Κορινθίας,ΕΝΩΣΗ ΚΕΝΤΡΩΩΝ,300,900
Κορινθίας,ΕΑΝ...,285,0
Κορινθίας,ΕΛΛΗΝΩΝ ΣΥΝΕΛΕΥΣΙΣ,283,347
Κορινθίας,Τ.ΟΛ.ΜΑ,163,0
Κορινθίας,ΒΟΡΕΙΑ ΛΕΓΚΑ - ΚΡΑΜΑ,154,0
Κορινθίας,ΕΝΟΤΗΤΑ - ΑΛΗΘΕΙΑ ΕΝ.Α,142,0
Κορινθίας,ΚΟΙΝΩΝΙΑ ΑΞΙΩΝ - ΦΙΛΕΛΕΥΘΕΡΗ ΣΥΜΜΑΧΙΑ,131,0
Κορινθίας,ΚΚΕ (μ-λ),113,82
Κορινθίας,ΠΟΛΙΤΙΚΗ ΠΡΩΤΟΒΟΥΛΙΑ,112,0
Κορινθίας,Μ-Λ ΚΚΕ,55,30
Κορινθίας,Ο.Κ.Δ.Ε.,36,17
Κορινθίας,ΟΑΚΚΕ,9,0
Κορινθίας,ΚΙΝΗΜΑ ΦΤΩΧΩΝ ΕΛΛΑΔΟΣ,0,0
Κορινθίας,ΕΛΛΗΝΙΚΟ ΟΡΑΜΑ,0,0
Κορινθίας,ΝΕΑ ΔΟΜΗ,0,0
Κορινθίας,Κ.Ο.Τ.Ε.Σ.,0,0
Κορινθίας,Δημοσθένης Βεργής ΕΛΛΗΝΕΣ ΟΙΚΟΛΟΓΟΙ,0,0
Κορινθίας,SOCIAL,0,0
Κορινθίας,ΠΡΑΣΙΝΟ ΚΙΝΗΜΑ,0,0
Κορινθίας,Ανεξάρτητοι,0,3
Κορινθίας,ΕΓΓΕΓΡΑΜΜΕΝΟΙ,139550,-
Κορινθίας,ΑΚΥΡΑ,1941,-
Κορινθίας,ΛΕΥΚΑ,443,-
Κορινθίας,ΕΓΚΥΡΑ,86258,-
Κορινθίας,ΣΥΜΜΕΤΟΧΗ,88642,-
Αργολίδος,ΝΔ,25360,25024
Αργολίδος,ΣΥΡΙΖΑ-ΠΣ,10342,14400
Αργολίδος,ΠΑΣΟΚ-Κίνημα Αλλαγής,9083,8548
Αργολίδος,ΚΚΕ,2980,2052
Αργολίδος,ΕΛΛΗΝΙΚΗ ΛΥΣΗ,2112,1871
Αργολίδος,ΜέΡΑ25,1705,1799
Αργολίδος,ΝΙΚΗ,1662,0
Αργολίδος,ΠΛΕΥΣΗ ΕΛΕΥΘΕΡΙΑΣ-ΖΩΗ ΚΩΝΣΤΑΝΤΟΠΟΥΛΟΥ,1328,664
Αργολίδος,Κίνημα 21,491,0
Αργολίδος,ΣΥΜΜΑΧΙΑ ΑΝΑΤΡΟΠΗΣ,385,0
Αργολίδος,ΕΘΝΙΚΗ ΔΗΜΙΟΥΡΓΙΑ,370,319
Αργολίδος,ΕΛΕΥΘΕΡΟΙ ΞΑΝΑ,301,0
Αργολίδος,ΑΝΤ.ΑΡ.ΣΥ.Α.,284,165
Αργολίδος,ΠΝΟΗ ΔΗΜΟΚΡΑΤΙΑΣ,281,0
Αργολίδος,ΕΝΩΝΩ ΣΥΜΜΑΧΙΑ ΕΛΕΥΘΕΡΙΑΣ,279,0
Αργολίδος,ΕΛΛΗΝΩΝ ΣΥΝΕΛΕΥΣΙΣ,278,317
Αργολίδος,ΕΝΩΣΗ ΚΕΝΤΡΩΩΝ,210,397
Αργολίδος,ΕΑΝ...,177,0
Αργολίδος,Τ.ΟΛ.ΜΑ,126,0
Αργολίδος,ΕΝΟΤΗΤΑ - ΑΛΗΘΕΙΑ ΕΝ.Α,111,0
Αργολίδος,ΠΟΛΙΤΙΚΗ ΠΡΩΤΟΒΟΥΛΙΑ,104,0
Αργολίδος,ΚΟΙΝΩΝΙΑ ΑΞΙΩΝ - ΦΙΛΕΛΕΥΘΕΡΗ ΣΥΜΜΑΧΙΑ,95,0
Αργολίδος,ΒΟΡΕΙΑ ΛΕΓΚΑ - ΚΡΑΜΑ,75,0
Αργολίδος,ΚΚΕ (μ-λ),55,60
Αργολίδος,Μ-Λ ΚΚΕ,40,36
Αργολίδος,Ο.Κ.Δ.Ε.,16,11
Αργολίδος,ΟΑΚΚΕ,8,0
Αργολίδος,ΚΙΝΗΜΑ ΦΤΩΧΩΝ ΕΛΛΑΔΟΣ,0,0
Αργολίδος,ΕΛΛΗΝΙΚΟ ΟΡΑΜΑ,0,0
Αργολίδος,ΝΕΑ ΔΟΜΗ,0,0
Αργολίδος,Κ.Ο.Τ.Ε.Σ.,0,0
Αργολίδος,Δημοσθένης Βεργής ΕΛΛΗΝΕΣ ΟΙΚΟΛΟΓΟΙ,0,0
Αργολίδος,SOCIAL,0,0
Αργολίδος,ΠΡΑΣΙΝΟ ΚΙΝΗΜΑ,0,0
Αργολίδος,Οικολόγοι ΠΡΑΣΙΝΟΙ - ΠΡΑΣΙΝΗ  ΕΝΟΤΗΤΑ,0,0
Αργολίδος,Ανεξάρτητοι,0,0
Αργολίδος,ΕΓΓΕΓΡΑΜΜΕΝΟΙ,94116,-
Αργολίδος,ΑΚΥΡΑ,1128,-
Αργολίδος,ΛΕΥΚΑ,298,-
Αργολίδος,ΕΓΚΥΡΑ,58253,-
Αργολίδος,ΣΥΜΜΕΤΟΧΗ,59679,-
Λακωνίας,ΝΔ,25652,26432
Λακωνίας,ΠΑΣΟΚ-Κίνημα Αλλαγής,7836,7621
Λακωνίας,ΣΥΡΙΖΑ-ΠΣ,7120,10397
Λακωνίας,ΚΚΕ,2665,1893
Λακωνίας,ΕΛΛΗΝΙΚΗ ΛΥΣΗ,2004,1690
Λακωνίας,ΠΛΕΥΣΗ ΕΛΕΥΘΕΡΙΑΣ-ΖΩΗ ΚΩΝΣΤΑΝΤΟΠΟΥΛΟΥ,1339,532
Λακωνίας,ΝΙΚΗ,869,0
Λακωνίας,ΜέΡΑ25,854,1064
Λακωνίας,ΕΝΩΝΩ ΣΥΜΜΑΧΙΑ ΕΛΕΥΘΕΡΙΑΣ,718,0
Λακωνίας,ΕΘΝΙΚΗ ΔΗΜΙΟΥΡΓΙΑ,309,218
Λακωνίας,Κίνημα 21,286,0
Λακωνίας,ΣΥΜΜΑΧΙΑ ΑΝΑΤΡΟΠΗΣ,276,0
Λακωνίας,ΕΛΛΗΝΩΝ ΣΥΝΕΛΕΥΣΙΣ,262,243
Λακωνίας,ΠΝΟΗ ΔΗΜΟΚΡΑΤΙΑΣ,220,0
Λακωνίας,ΑΝΤ.ΑΡ.ΣΥ.Α.,204,141
Λακωνίας,ΕΑΝ...,163,0
Λακωνίας,ΠΡΑΣΙΝΟ ΚΙΝΗΜΑ,138,0
Λακωνίας,Τ.ΟΛ.ΜΑ,130,0
Λακωνίας,ΕΝΩΣΗ ΚΕΝΤΡΩΩΝ,116,322
Λακωνίας,ΕΝΟΤΗΤΑ - ΑΛΗΘΕΙΑ ΕΝ.Α,106,0
Λακωνίας,ΚΚΕ (μ-λ),66,31
Λακωνίας,ΠΟΛΙΤΙΚΗ ΠΡΩΤΟΒΟΥΛΙΑ,53,0
Λακωνίας,ΒΟΡΕΙΑ ΛΕΓΚΑ - ΚΡΑΜΑ,53,0
Λακωνίας,ΚΟΙΝΩΝΙΑ ΑΞΙΩΝ - ΦΙΛΕΛΕΥΘΕΡΗ ΣΥΜΜΑΧΙΑ,49,0
Λακωνίας,Μ-Λ ΚΚΕ,30,19
Λακωνίας,Ο.Κ.Δ.Ε.,11,8
Λακωνίας,ΟΑΚΚΕ,5,0
Λακωνίας,ΚΙΝΗΜΑ ΦΤΩΧΩΝ ΕΛΛΑΔΟΣ,0,0
Λακωνίας,ΕΛΛΗΝΙΚΟ ΟΡΑΜΑ,0,0
Λακωνίας,ΝΕΑ ΔΟΜΗ,0,0
Λακωνίας,ΕΛΕΥΘΕΡΟΙ ΞΑΝΑ,0,0
Λακωνίας,Κ.Ο.Τ.Ε.Σ.,0,0
Λακωνίας,Δημοσθένης Βεργής ΕΛΛΗΝΕΣ ΟΙΚΟΛΟΓΟΙ,0,0
Λακωνίας,SOCIAL,0,0
Λακωνίας,Οικολόγοι ΠΡΑΣΙΝΟΙ - ΠΡΑΣΙΝΗ  ΕΝΟΤΗΤΑ,0,0
Λακωνίας,Ανεξάρτητοι,0,0
Λακωνίας,ΕΓΓΕΓΡΑΜΜΕΝΟΙ,121801,-
Λακωνίας,ΑΚΥΡΑ,837,-
Λακωνίας,ΛΕΥΚΑ,268,-
Λακωνίας,ΕΓΚΥΡΑ,51537,-
Λακωνίας,ΣΥΜΜΕΤΟΧΗ,52642,-
Λέσβου,ΝΔ,23239,22674
Λέσβου,ΣΥΡΙΖΑ-ΠΣ,9131,16868
Λέσβου,ΠΑΣΟΚ-Κίνημα Αλλαγής,8339,4986
Λέσβου,ΚΚΕ,7456,5839
Λέσβου,ΕΛΛΗΝΙΚΗ ΛΥΣΗ,1964,1523
Λέσβου,ΝΙΚΗ,1241,0
Λέσβου,ΜέΡΑ25,1057,1311
Λέσβου,ΠΛΕΥΣΗ ΕΛΕΥΘΕΡΙΑΣ-ΖΩΗ ΚΩΝΣΤΑΝΤΟΠΟΥΛΟΥ,1015,606
Λέσβου,ΣΥΜΜΑΧΙΑ ΑΝΑΤΡΟΠΗΣ,875,0
Λέσβου,ΕΝΩΝΩ ΣΥΜΜΑΧΙΑ ΕΛΕΥΘΕΡΙΑΣ,462,0
Λέσβου,ΕΘΝΙΚΗ ΔΗΜΙΟΥΡΓΙΑ,354,374
Λέσβου,Κίνημα 21,298,0
Λέσβου,ΠΡΑΣΙΝΟ ΚΙΝΗΜΑ,242,0
Λέσβου,ΕΝΩΣΗ ΚΕΝΤΡΩΩΝ,234,699
Λέσβου,ΑΝΤ.ΑΡ.ΣΥ.Α.,224,199
Λέσβου,Τ.ΟΛ.ΜΑ,204,0
Λέσβου,ΠΝΟΗ ΔΗΜΟΚΡΑΤΙΑΣ,197,0
Λέσβου,ΕΑΝ...,198,0
Λέσβου,ΕΝΟΤΗΤΑ - ΑΛΗΘΕΙΑ ΕΝ.Α,177,0
Λέσβου,ΚΚΕ (μ-λ),142,117
Λέσβου,ΒΟΡΕΙΑ ΛΕΓΚΑ - ΚΡΑΜΑ,88,0
Λέσβου,ΕΛΛΗΝΩΝ ΣΥΝΕΛΕΥΣΙΣ,85,65
Λέσβου,Μ-Λ ΚΚΕ,64,43
Λέσβου,ΚΟΙΝΩΝΙΑ ΑΞΙΩΝ - ΦΙΛΕΛΕΥΘΕΡΗ ΣΥΜΜΑΧΙΑ,60,0
Λέσβου,Ο.Κ.Δ.Ε.,15,42
Λέσβου,ΟΑΚΚΕ,8,0
Λέσβου,ΚΙΝΗΜΑ ΦΤΩΧΩΝ ΕΛΛΑΔΟΣ,0,0
Λέσβου,ΕΛΛΗΝΙΚΟ ΟΡΑΜΑ,0,0
Λέσβου,ΝΕΑ ΔΟΜΗ,0,0
Λέσβου,ΠΟΛΙΤΙΚΗ ΠΡΩΤΟΒΟΥΛΙΑ,0,0
Λέσβου,ΕΛΕΥΘΕΡΟΙ ΞΑΝΑ,0,0
Λέσβου,Κ.Ο.Τ.Ε.Σ.,0,0
Λέσβου,Δημοσθένης Βεργής ΕΛΛΗΝΕΣ ΟΙΚΟΛΟΓΟΙ,0,0
Λέσβου,SOCIAL,0,0
Λέσβου,Οικολόγοι ΠΡΑΣΙΝΟΙ - ΠΡΑΣΙΝΗ  ΕΝΟΤΗΤΑ,0,0
Λέσβου,Ανεξάρτητοι,0,0
Λέσβου,ΕΓΓΕΓΡΑΜΜΕΝΟΙ,126463,-
Λέσβου,ΑΚΥΡΑ,1313,-
Λέσβου,ΛΕΥΚΑ,449,-
Λέσβου,ΕΓΚΥΡΑ,57372,-
Λέσβου,ΣΥΜΜΕΤΟΧΗ,59134,-
Χίου,ΝΔ,14349,13894
Χίου,ΠΑΣΟΚ-Κίνημα Αλλαγής,6001,4548
Χίου,ΣΥΡΙΖΑ-ΠΣ,3845,6739
Χίου,ΚΚΕ,2110,1454
Χίου,ΕΛΛΗΝΙΚΗ ΛΥΣΗ,936,739
Χίου,ΠΛΕΥΣΗ ΕΛΕΥΘΕΡΙΑΣ-ΖΩΗ ΚΩΝΣΤΑΝΤΟΠΟΥΛΟΥ,697,415
Χίου,ΜέΡΑ25,692,880
Χίου,ΝΙΚΗ,536,0
Χίου,ΕΝΩΝΩ ΣΥΜΜΑΧΙΑ ΕΛΕΥΘΕΡΙΑΣ,327,0
Χίου,ΕΘΝΙΚΗ ΔΗΜΙΟΥΡΓΙΑ,227,147
Χίου,ΣΥΜΜΑΧΙΑ ΑΝΑΤΡΟΠΗΣ,189,0
Χίου,ΠΡΑΣΙΝΟ ΚΙΝΗΜΑ,155,0
Χίου,ΕΝΩΣΗ ΚΕΝΤΡΩΩΝ,150,385
Χίου,Κίνημα 21,136,0
Χίου,ΕΛΕΥΘΕΡΟΙ ΞΑΝΑ,113,0
Χίου,ΠΝΟΗ ΔΗΜΟΚΡΑΤΙΑΣ,106,0
Χίου,ΑΝΤ.ΑΡ.ΣΥ.Α.,101,61
Χίου,ΕΝΟΤΗΤΑ - ΑΛΗΘΕΙΑ ΕΝ.Α,99,0
Χίου,ΠΟΛΙΤΙΚΗ ΠΡΩΤΟΒΟΥΛΙΑ,88,0
Χίου,Τ.ΟΛ.ΜΑ,72,0
Χίου,ΕΛΛΗΝΩΝ ΣΥΝΕΛΕΥΣΙΣ,50,32
Χίου,ΚΟΙΝΩΝΙΑ ΑΞΙΩΝ - ΦΙΛΕΛΕΥΘΕΡΗ ΣΥΜΜΑΧΙΑ,43,0
Χίου,ΚΚΕ (μ-λ),42,18
Χίου,Ο.Κ.Δ.Ε.,14,11
Χίου,Μ-Λ ΚΚΕ,12,17
Χίου,ΒΟΡΕΙΑ ΛΕΓΚΑ - ΚΡΑΜΑ,9,0
Χίου,ΚΙΝΗΜΑ ΦΤΩΧΩΝ ΕΛΛΑΔΟΣ,0,0
Χίου,ΕΛΛΗΝΙΚΟ ΟΡΑΜΑ,0,0
Χίου,ΟΑΚΚΕ,0,0
Χίου,ΝΕΑ ΔΟΜΗ,0,0
Χίου,Κ.Ο.Τ.Ε.Σ.,0,0
Χίου,Δημοσθένης Βεργής ΕΛΛΗΝΕΣ ΟΙΚΟΛΟΓΟΙ,0,0
Χίου,SOCIAL,0,0
Χίου,Οικολόγοι ΠΡΑΣΙΝΟΙ - ΠΡΑΣΙΝΗ  ΕΝΟΤΗΤΑ,0,0
Χίου,ΕΑΝ...,0,0
Χίου,Ανεξάρτητοι,0,0
Χίου,ΕΓΓΕΓΡΑΜΜΕΝΟΙ,62830,-
Χίου,ΑΚΥΡΑ,665,-
Χίου,ΛΕΥΚΑ,224,-
Χίου,ΕΓΚΥΡΑ,31098,-
Χίου,ΣΥΜΜΕΤΟΧΗ,31987,-
Σάμου,ΝΔ,8845,8345
Σάμου,ΣΥΡΙΖΑ-ΠΣ,4261,7111
Σάμου,ΚΚΕ,4001,3537
Σάμου,ΠΑΣΟΚ-Κίνημα Αλλαγής,2163,1674
Σάμου,ΕΛΛΗΝΙΚΗ ΛΥΣΗ,1490,806
Σάμου,ΠΛΕΥΣΗ ΕΛΕΥΘΕΡΙΑΣ-ΖΩΗ ΚΩΝΣΤΑΝΤΟΠΟΥΛΟΥ,609,472
Σάμου,ΜέΡΑ25,592,687
Σάμου,ΝΙΚΗ,349,0
Σάμου,ΣΥΜΜΑΧΙΑ ΑΝΑΤΡΟΠΗΣ,204,0
Σάμου,ΚΚΕ (μ-λ),178,113
Σάμου,ΕΝΩΝΩ ΣΥΜΜΑΧΙΑ ΕΛΕΥΘΕΡΙΑΣ,183,0
Σάμου,Οικολόγοι ΠΡΑΣΙΝΟΙ - ΠΡΑΣΙΝΗ  ΕΝΟΤΗΤΑ,153,0
Σάμου,ΕΘΝΙΚΗ ΔΗΜΙΟΥΡΓΙΑ,141,122
